id,lon,lat,price
104100378066,114.320027633905866,30.650261964727751,"2600"
104100435513,114.321651982927591,30.664732094307841,"1400"
104100416574,114.320027633905866,30.650261964727751,"4200"
104100678508,114.317249963719632,30.656740102325458,"1500"
104100714740,114.330307696258245,30.651557401402918,"3000"
104100712386,114.320463977874198,30.662472070519602,"2500"
104100723510,114.333296243172157,30.649844729413424,"3500"
104100724024,114.317239085758303,30.648950149897249,"3000"
104100724221,114.322955412399480,30.651595730218499,"3000"
104100724999,114.317249963719632,30.656740102325458,"1700"
104100722702,114.321405316181824,30.654705185076164,"2800"
104100733464,114.323915550336295,30.665980373220386,"2500"
104100585868,114.324364992314017,30.649001528443211,"2100"
104100719135,114.319825456120711,30.660473394285720,"2600"
104100727599,114.317249963719632,30.656740102325458,"1600"
104100723423,114.320463977874198,30.662472070519602,"2100"
104100712604,114.330854132323495,30.648831264184334,"3500"
104100685746,114.317249963719632,30.656740102325458,"1500"
104100690640,114.311254889302290,30.650563486743508,"3200"
104100711166,114.330866825555773,30.649395088138672,"3000"
104100712311,114.315760244368548,30.644349474822004,"3200"
104100689536,114.320463977874198,30.662472070519602,"2000"
104100698641,114.321405316181824,30.654705185076164,"4500"
104100568854,114.327550102449621,30.651100549926792,"4000"
104100355733,114.328029464822833,30.654592376104489,"2300"
104100720905,114.324364992314017,30.649001528443211,"1800"
104100498866,114.321651982927591,30.664732094307841,"1800"
104100537525,114.320823016475316,30.648051211621869,"3600"
104100252627,114.325987163999585,30.653473223308868,"2500"
104100693808,114.330854132323495,30.648831264184334,"2000"
104100693071,114.325578556872486,30.665841856860162,"2000"
104100696490,114.322955412399480,30.651595730218499,"2700"
104100698391,114.331582248231314,30.658455853216477,"2600"
104100703043,114.328760131007598,30.650418145605485,"2300"
104100705236,114.322955412399480,30.651595730218499,"3600"
104100702154,114.324364992314017,30.649001528443211,"1800"
104100704585,114.330854132323495,30.648831264184334,"2600"
104100708236,114.325578556872486,30.665841856860162,"3000"
104100702595,114.322955412399480,30.651595730218499,"2500"
104100707792,114.324364992314017,30.649001528443211,"2000"
104100708468,114.331170582002557,30.655980384168771,"1800"
104100708484,114.317249963719632,30.656740102325458,"2600"
104100694624,114.320244180527425,30.657824542974328,"3300"
104100692015,114.319825456120711,30.660473394285720,"2800"
104100710010,114.317249963719632,30.656740102325458,"1500"
104100712092,114.330307696258245,30.651557401402918,"2600"
104100682739,114.324907237527057,30.656020425544867,"3500"
104100594274,114.327550102449621,30.651100549926792,"3000"
104100657442,114.320027633905866,30.650261964727751,"4000"
104100509006,114.322955412399480,30.651595730218499,"2300"
104100539499,114.317249963719632,30.656740102325458,"2600"
104100446594,114.317239085758303,30.648950149897249,"3100"
104100558762,114.326880478921225,30.660118770681226,"4000"
104100578132,114.325987163999585,30.653473223308868,"4700"
104100580056,114.320244180527425,30.657824542974328,"3000"
104100588236,114.322955412399480,30.651595730218499,"2300"
104100714902,114.311254889302290,30.650563486743508,"2800"
104100716169,114.317249963719632,30.656740102325458,"1900"
104100722086,114.328539159841284,30.647070103968424,"2300"
104100722108,114.317249963719632,30.656740102325458,"1650"
104100722086,114.328539159841284,30.647070103968424,"2300"
104100722108,114.317249963719632,30.656740102325458,"1650"
104100722546,114.333687124698997,30.645090449722421,"2600"
104100722923,114.317155127894395,30.643666062539978,"2300"
104100307210,114.325578556872486,30.665841856860162,"1600"
104100357802,114.327550102449621,30.651100549926792,"2800"
104100392204,114.324084819647339,30.658812730773430,"6000"
104100024247,114.311254889302290,30.650563486743508,"2600"
104100702646,114.317155127894395,30.643666062539978,"2400"
104100330307,114.327550102449621,30.651100549926792,"2100"
104100343539,114.327001106497733,30.664839351646201,"1500"
104100407528,114.329406012244149,30.668704453490594,"2200"
104100412926,114.323915550336295,30.665980373220386,"2300"
104100436618,114.324907237527057,30.656020425544867,"3500"
104100446215,114.324907237527057,30.656020425544867,"2300"
104100369623,114.331809048226447,30.660887500095335,"2400"
104100206658,114.333603131961297,30.643674432890442,"2600"
104100588581,114.328539159841284,30.647070103968424,"3200"
104100473468,114.324364992314017,30.649001528443211,"1900"
104100514485,114.325987163999585,30.653473223308868,"2400"
104100491568,114.324907237527057,30.656020425544867,"2000"
104100575538,114.315760244368548,30.644349474822004,"1500"
104100517702,114.331582248231314,30.658455853216477,"2300"
104100678159,114.323915550336295,30.665980373220386,"2000"
104100542703,114.317239085758303,30.648950149897249,"3000"
104100585621,114.331582248231314,30.658455853216477,"2400"
104100694257,114.315760244368548,30.644349474822004,"2100"
104100702627,114.317249963719632,30.656740102325458,"1400"
104100691070,114.316666467678473,30.652010444813545,"2600"
104100708117,114.328029464822833,30.654592376104489,"1600"
104100708661,114.327001106497733,30.664839351646201,"2300"
104100709291,114.323915550336295,30.665980373220386,"2000"
104100711016,114.328539159841284,30.647070103968424,"2500"
104100709997,114.317155127894395,30.643666062539978,"2100"
104100435511,114.321651982927591,30.664732094307841,"2100"
104100502139,114.315760244368548,30.644349474822004,"1800"
104100528778,114.311254889302290,30.650563486743508,"2700"
104100556996,114.317394930196869,30.645220891475638,"2600"
104100564037,114.324907237527057,30.656020425544867,"2400"
104100661996,114.324364992314017,30.649001528443211,"2000"
104100572916,114.317249963719632,30.656740102325458,"3000"
104100505285,114.330866825555773,30.649395088138672,"3000"
104100621179,114.339887967430656,30.669175359405390,"2800"
104100631579,114.317239085758303,30.648950149897249,"2300"
104100633094,114.328961607281315,30.652481979273531,"2000"
104100642411,114.320463977874198,30.662472070519602,"3200"
104100663045,114.325578556872486,30.665841856860162,"2000"
104100670735,114.327550102449621,30.651100549926792,"2600"
104100580204,114.317155127894395,30.643666062539978,"2400"
104100636248,114.317239085758303,30.648950149897249,"3800"
104100689392,114.320463977874198,30.662472070519602,"3500"
104100683751,114.324364992314017,30.649001528443211,"2100"
104100630820,114.317394930196869,30.645220891475638,"3300"
104100596733,114.330854132323495,30.648831264184334,"2800"
104100595948,114.324364992314017,30.649001528443211,"1800"
104100617545,114.331582248231314,30.658455853216477,"2200"
104100642154,114.324364992314017,30.649001528443211,"2200"
104100358012,114.317239085758303,30.648950149897249,"3000"
104100649450,114.338440982700448,30.667501203128985,"3500"
104100736083,114.317239085758303,30.648950149897249,"3333"
104100369398,114.329406012244149,30.668704453490594,"2100"
104100511262,114.330307696258245,30.651557401402918,"2800"
104100521001,114.323455214322593,30.662597420184301,"2800"
104100441565,114.328029464822833,30.654592376104489,"1900"
104100460465,114.320244180527425,30.657824542974328,"2800"
104100550107,114.340651817243213,30.656725682930059,"2000"
104100565599,114.322955412399480,30.651595730218499,"2000"
104100588774,114.325578556872486,30.665841856860162,"1700"
104100591676,114.324907237527057,30.656020425544867,"2300"
104100507991,114.324364992314017,30.649001528443211,"2100"
104100678792,114.320027633905866,30.650261964727751,"2600"
104100602353,114.331809048226447,30.660887500095335,"2500"
